week_start,region_x,sub_region_x,country_name_x,city_name,completed_trips,completed_cash_trips,surged_trips,requests,sessions,driver_cancellations,rider_cancellations,unfulfilled_trips
2019/03/11,EMEA - NEE,CEE,Romania,Bucharest,58500,19794,14891,67537,100401,1230,7554,254
2018/11/26,EMEA - NEE,CEE,Romania,Bucharest,49111,14946,9038,55191,397,1100,4903,77
2019/03/18,EMEA - NEE,CEE,Romania,Bucharest,56917,19563,16519,66682,100590,1195,8349,220
2019/02/25,EMEA - NEE,CEE,Romania,Bucharest,58354,19800,15018,67406,102121,1135,7750,167
2018/12/31,EMEA - NEE,CEE,Romania,Bucharest,43409,16579,10413,48575,76986,1043,4037,87
2019/01/21,EMEA - NEE,CEE,Romania,Bucharest,58383,19091,8798,64700,98754,1090,5090,138
2019/04/22,EMEA - NEE,CEE,Romania,Bucharest,45797,18637,16022,58411,0,1264,10597,753
2018/11/05,EMEA - NEE,CEE,Romania,Bucharest,44352,13474,13358,51802,72849,1006,6244,199
2018/11/12,EMEA - NEE,CEE,Romania,Bucharest,46899,13428,16999,53322,82002,1238,5149,37
2018/11/19,EMEA - NEE,CEE,Romania,Bucharest,49064,14685,17731,57732,89063,1281,7156,231
2018/12/03,EMEA - NEE,CEE,Romania,Bucharest,54545,15596,11557,60567,75867,1138,4820,65
2019/03/25,EMEA - NEE,CEE,Romania,Bucharest,55990,19243,16203,65886,95918,1235,8384,277
2019/01/28,EMEA - NEE,CEE,Romania,Bucharest,56818,18254,6962,62896,92343,1019,4968,91
2019/02/11,EMEA - NEE,CEE,Romania,Bucharest,58783,19355,9539,66330,97168,1085,6354,108
2019/04/08,EMEA - NEE,CEE,Romania,Bucharest,59125,20272,17342,70094,104538,1422,9235,312
2018/12/17,EMEA - NEE,CEE,Romania,Bucharest,62960,18424,28548,70747,112914,1382,6307,98
2019/04/01,EMEA - NEE,CEE,Romania,Bucharest,56340,19284,14146,66637,98687,1240,8770,288
2018/12/10,EMEA - NEE,CEE,Romania,Bucharest,62769,17081,24939,70284,112377,1480,5934,100
2019/02/04,EMEA - NEE,CEE,Romania,Bucharest,55757,17714,2943,60583,86699,945,3838,43
2018/11/19,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1598,0,0,0
2018/11/26,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,5,0,0,0
2018/12/17,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1548,0,0,0
2019/02/04,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1421,0,0,0
2019/03/18,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1593,0,0,0
2019/04/01,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1715,0,0,0
2018/12/10,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1524,0,0,0
2019/01/21,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1340,0,0,0
2019/02/11,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1491,0,0,0
2019/04/08,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1917,0,0,0
2019/04/15,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,996,0,0,0
2019/01/28,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1406,0,0,0
2018/12/24,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,2360,0,0,0
2018/12/03,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1271,0,0,0
2019/03/25,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1535,0,0,0
2018/11/05,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1469,0,0,0
2019/02/18,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1497,0,0,0
2018/11/12,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1526,0,0,0
2018/12/31,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,2007,0,0,0
2019/02/25,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1484,0,0,0
2019/03/11,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1483,0,0,0
2019/01/14,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1245,0,0,0
2019/04/22,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,0,0,0,0
2019/03/04,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1554,0,0,0
2019/01/07,EMEA - NEE,CEE,Hungary,Budapest,0,0,0,0,1351,0,0,0
2018/12/17,EMEA - MEA,Egypt,Egypt,Cairo,385647,418983,21605,479518,734716,13008,80650,213
2019/03/04,EMEA - MEA,Egypt,Egypt,Cairo,391021,433035,22264,489071,776252,12604,85114,331
2018/12/31,EMEA - MEA,Egypt,Egypt,Cairo,358191,403220,46818,457363,722891,14495,84155,522
2019/02/25,EMEA - MEA,Egypt,Egypt,Cairo,399328,443013,19773,500824,769340,12642,88590,264
2019/04/08,EMEA - MEA,Egypt,Egypt,Cairo,401142,448554,13944,508591,779264,12806,87687,6956
2019/02/18,EMEA - MEA,Egypt,Egypt,Cairo,389707,428733,12939,485079,772548,11827,83352,192
2019/02/11,EMEA - MEA,Egypt,Egypt,Cairo,369855,402846,15543,456152,743520,11987,74168,142
2019/01/07,EMEA - MEA,Egypt,Egypt,Cairo,334099,361236,12126,409079,672066,11564,63130,286
2019/03/11,EMEA - MEA,Egypt,Egypt,Cairo,389895,424055,13571,480746,761009,12676,77843,332
2018/12/24,EMEA - MEA,Egypt,Egypt,Cairo,373700,408048,22474,466292,732185,13421,79037,135
2019/01/14,EMEA - MEA,Egypt,Egypt,Cairo,341067,364267,13170,412534,687644,11614,59600,253
2018/11/05,EMEA - MEA,Egypt,Egypt,Cairo,369737,422843,43419,481171,686468,13217,98028,189
2018/11/12,EMEA - MEA,Egypt,Egypt,Cairo,370907,416995,36995,474541,718246,13398,90097,139
2019/01/21,EMEA - MEA,Egypt,Egypt,Cairo,327198,353044,13170,398347,713473,12669,58199,282
2018/11/26,EMEA - MEA,Egypt,Egypt,Cairo,384409,433394,45084,494663,4318,14259,95805,191
2018/11/19,EMEA - MEA,Egypt,Egypt,Cairo,364029,409722,36710,464569,720390,13202,87174,165
2019/03/18,EMEA - MEA,Egypt,Egypt,Cairo,393799,430449,20069,487174,776421,12836,80298,242
2018/12/10,EMEA - MEA,Egypt,Egypt,Cairo,386681,436639,39140,497892,765369,14127,96889,195
2019/02/04,EMEA - MEA,Egypt,Egypt,Cairo,355062,397704,34873,450047,752718,13535,81277,174
2019/04/01,EMEA - MEA,Egypt,Egypt,Cairo,394445,444102,14634,503236,801037,13046,86555,9190
2019/03/25,EMEA - MEA,Egypt,Egypt,Cairo,381575,411942,12264,467787,757136,12131,73801,280
2019/01/28,EMEA - MEA,Egypt,Egypt,Cairo,359957,400153,31696,452327,763463,13506,78734,130
2018/12/03,EMEA - MEA,Egypt,Egypt,Cairo,372316,424797,51945,484808,632419,14055,98188,248
2019/04/22,EMEA - MEA,MENA,Egypt,Cairo,373823,411660,8283,462347,0,12227,75190,1108
2019/04/15,EMEA - MEA,MENA,Egypt,Cairo,399241,435163,12871,493974,421767,12907,81327,500
2019/03/04,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3593,0,668,4116,11884,66,437,20
2019/04/22,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3319,0,375,4630,0,73,661,579
2019/02/25,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3324,0,427,4573,11305,64,664,520
2018/12/31,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2142,0,127,3031,9137,42,353,494
2019/02/11,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3347,0,428,4390,10843,59,588,396
2019/04/08,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2998,0,158,3967,10599,60,481,428
2019/01/07,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2605,0,104,2820,8637,39,173,3
2018/12/17,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2510,0,115,2748,11065,53,182,4
2019/03/11,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3636,0,597,5019,11508,71,787,526
2019/01/14,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3090,0,260,3347,9940,50,205,3
2019/04/15,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2820,0,103,3980,4490,61,516,584
2019/02/18,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3098,0,299,3423,10118,55,259,11
2018/12/24,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,1665,0,32,1813,10603,33,109,6
2018/11/05,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2823,0,609,3195,10106,52,307,14
2018/11/12,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,2851,0,344,3168,9966,49,264,4
2018/11/26,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3095,0,626,4551,0,62,810,584
2018/11/19,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3092,0,516,4154,11224,50,614,399
2019/03/18,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3200,0,256,4222,10491,55,554,414
2019/01/21,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3163,0,528,4300,10825,61,644,432
2019/02/04,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3464,0,642,4752,11433,62,745,483
2018/12/10,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3230,0,662,4696,12793,73,736,657
2019/04/01,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3192,0,127,4165,10558,53,498,422
2019/03/25,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3221,0,238,4296,10375,53,552,471
2019/01/28,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3535,0,671,4738,11484,78,685,440
2018/12/03,EMEA - NEE,UKI,United Kingdom,Cambridge and East Anglia,3194,0,672,3703,10541,60,429,20
2019/02/18,EMEA - MEA,Egypt,Egypt,Canal Cities,259,314,0,330,1426,7,64,0
2019/03/04,EMEA - MEA,Egypt,Egypt,Canal Cities,483,663,2,708,2640,21,201,4
2019/03/11,EMEA - MEA,Egypt,Egypt,Canal Cities,613,793,1,849,2737,19,214,4
2019/03/18,EMEA - MEA,Egypt,Egypt,Canal Cities,650,823,2,891,2884,23,216,2
2019/02/25,EMEA - MEA,Egypt,Egypt,Canal Cities,395,495,0,530,2143,17,117,2
2019/03/25,EMEA - MEA,Egypt,Egypt,Canal Cities,639,798,3,866,2977,21,204,3
2019/04/08,EMEA - MEA,Egypt,Egypt,Canal Cities,651,792,3,868,2899,20,194,2
2019/04/01,EMEA - MEA,Egypt,Egypt,Canal Cities,693,860,3,926,3006,29,200,4
2019/04/15,EMEA - MEA,MENA,Egypt,Canal Cities,674,787,1,859,1493,16,167,1
2019/04/22,EMEA - MEA,MENA,Egypt,Canal Cities,647,747,0,808,0,19,141,2
2018/11/26,EMEA - MEA,SSA,South Africa,Cape Town,68883,18404,5216,80177,234,4370,6466,459
2019/03/18,EMEA - MEA,SSA,South Africa,Cape Town,58743,13120,1002,66327,102274,2851,4387,347
2019/01/21,EMEA - MEA,SSA,South Africa,Cape Town,60117,13377,937,66849,102758,2404,4152,176
2018/11/19,EMEA - MEA,SSA,South Africa,Cape Town,63248,14685,2865,71529,108140,3867,4341,73
2018/11/12,EMEA - MEA,SSA,South Africa,Cape Town,64001,13871,2803,72664,105880,3591,4877,196
2018/11/05,EMEA - MEA,SSA,South Africa,Cape Town,60320,13733,1459,67734,93482,2936,4295,184
2018/12/10,EMEA - MEA,SSA,South Africa,Cape Town,64446,15845,2315,73206,115250,3536,4959,265
2019/01/07,EMEA - MEA,SSA,South Africa,Cape Town,49428,10355,295,54663,85566,2000,3104,132
2019/03/04,EMEA - MEA,SSA,South Africa,Cape Town,68358,16097,2828,80521,119920,3776,7527,861
2019/04/01,EMEA - MEA,SSA,South Africa,Cape Town,64190,15497,1136,73507,111302,3361,5590,366
2019/02/11,EMEA - MEA,SSA,South Africa,Cape Town,66316,14268,2728,75797,114685,3124,6087,270
2019/02/04,EMEA - MEA,SSA,South Africa,Cape Town,70631,15731,4347,85434,118741,3808,10317,678
2019/03/25,EMEA - MEA,SSA,South Africa,Cape Town,70132,17919,2673,84249,120624,4757,8028,1331
2018/12/17,EMEA - MEA,SSA,South Africa,Cape Town,60997,16253,1492,69490,108535,3540,4642,311
2019/04/08,EMEA - MEA,SSA,South Africa,Cape Town,60278,13053,763,67506,100124,2583,4409,236
2018/12/03,EMEA - MEA,SSA,South Africa,Cape Town,68054,16774,6437,80657,100490,4071,7632,901
2019/01/14,EMEA - MEA,SSA,South Africa,Cape Town,50373,10491,455,55271,89351,1735,3075,88
2019/03/11,EMEA - MEA,SSA,South Africa,Cape Town,64024,14693,1589,73595,112142,3511,5510,550
2019/01/28,EMEA - MEA,SSA,South Africa,Cape Town,70956,17534,4744,83855,123134,3915,8428,556
2018/12/24,EMEA - MEA,SSA,South Africa,Cape Town,56954,15229,2687,66771,107005,3976,5261,579
2019/02/18,EMEA - MEA,SSA,South Africa,Cape Town,66272,14146,1873,74710,113635,3020,5175,243
2018/12/31,EMEA - MEA,SSA,South Africa,Cape Town,63940,15353,8204,77054,117796,4700,7278,1136
2019/04/22,EMEA - MEA,SSA,South Africa,Cape Town,60113,14271,1155,68258,0,3060,4743,342
2019/02/25,EMEA - MEA,SSA,South Africa,Cape Town,72558,18744,4514,86371,129922,4573,8474,768
2019/04/15,EMEA - MEA,SSA,South Africa,Cape Town,57098,12894,854,64237,54618,2556,4284,299
2018/12/24,EMEA - NEE,UKI,United Kingdom,Cardiff,3617,0,496,4979,11166,106,625,631
2019/03/11,EMEA - NEE,UKI,United Kingdom,Cardiff,6927,0,1712,11253,16477,226,1909,2193
2019/01/07,EMEA - NEE,UKI,United Kingdom,Cardiff,4264,0,99,4981,9117,86,422,209
2019/03/04,EMEA - NEE,UKI,United Kingdom,Cardiff,6528,0,1262,9132,14813,188,1315,1101
2019/02/18,EMEA - NEE,UKI,United Kingdom,Cardiff,6162,0,1116,10031,14626,226,1661,1983
2019/04/15,EMEA - NEE,UKI,United Kingdom,Cardiff,5253,0,197,6653,5038,152,670,578
2019/01/14,EMEA - NEE,UKI,United Kingdom,Cardiff,5309,0,580,6504,11587,110,695,390
2019/01/21,EMEA - NEE,UKI,United Kingdom,Cardiff,5909,0,869,7529,12979,147,919,553
2019/03/18,EMEA - NEE,UKI,United Kingdom,Cardiff,5807,0,400,6318,12444,131,356,24
2018/12/31,EMEA - NEE,UKI,United Kingdom,Cardiff,4237,0,861,5460,10332,128,588,508
2018/11/26,EMEA - NEE,UKI,United Kingdom,Cardiff,5899,0,1683,6644,0,167,513,66
2019/04/22,EMEA - NEE,UKI,United Kingdom,Cardiff,5048,0,360,6554,0,159,761,586
2019/02/25,EMEA - NEE,UKI,United Kingdom,Cardiff,5863,0,588,7398,12989,171,815,550
2018/11/05,EMEA - NEE,UKI,United Kingdom,Cardiff,5711,0,1490,7784,13025,173,1126,773
2018/11/12,EMEA - NEE,UKI,United Kingdom,Cardiff,5522,0,1050,6996,12280,168,861,445
2018/11/19,EMEA - NEE,UKI,United Kingdom,Cardiff,5675,0,1011,7541,13347,174,1025,667
2019/01/28,EMEA - NEE,UKI,United Kingdom,Cardiff,6329,0,898,8159,13786,173,1017,640
2018/12/03,EMEA - NEE,UKI,United Kingdom,Cardiff,6452,0,2894,8852,13863,202,1298,901
2019/03/25,EMEA - NEE,UKI,United Kingdom,Cardiff,6057,0,549,7840,12373,152,934,698
2019/04/08,EMEA - NEE,UKI,United Kingdom,Cardiff,6035,0,308,7490,13002,178,756,521
2018/12/17,EMEA - NEE,UKI,United Kingdom,Cardiff,5445,0,1523,7405,13285,178,1004,779
2019/02/11,EMEA - NEE,UKI,United Kingdom,Cardiff,6047,0,529,6747,12753,142,442,116
2019/02/04,EMEA - NEE,UKI,United Kingdom,Cardiff,6399,0,789,8394,13498,173,1071,752
2018/12/10,EMEA - NEE,UKI,United Kingdom,Cardiff,6355,0,2454,8435,15452,196,1130,754
2019/04/01,EMEA - NEE,UKI,United Kingdom,Cardiff,6432,0,879,8577,14163,173,1139,833
2019/04/15,EMEA - MEA,MENA,Morocco,Casablanca,0,0,0,0,638,0,0,0
2019/04/22,EMEA - MEA,MENA,Morocco,Casablanca,0,0,0,0,0,0,0,0
2019/04/08,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1221,0,0,0
2018/12/17,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1040,0,0,0
2018/12/03,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,780,0,0,0
2019/03/25,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1232,0,0,0
2019/01/28,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,910,0,0,0
2019/04/01,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1263,0,0,0
2019/02/04,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,922,0,0,0
2019/02/18,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,974,0,0,0
2019/02/11,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1006,0,0,0
2018/12/24,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1324,0,0,0
2018/11/19,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1012,0,0,0
2019/02/25,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1040,0,0,0
2018/12/10,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,924,0,0,0
2018/12/31,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1209,0,0,0
2018/11/12,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,991,0,0,0
2019/03/04,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1059,0,0,0
2018/11/05,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,897,0,0,0
2019/01/07,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,967,0,0,0
2019/03/18,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1047,0,0,0
2018/11/26,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,0,0,0,0
2019/01/21,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,927,0,0,0
2019/01/14,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,945,0,0,0
2019/03/11,EMEA - MEA,Middle East,Morocco,Casablanca,0,0,0,0,1045,0,0,0
2019/03/04,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,124,0,0,0
2019/01/07,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,84,0,0,0
2018/12/24,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,117,0,0,0
2019/04/15,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,95,0,0,0
2019/02/18,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,120,0,0,0
2019/03/11,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,123,0,0,0
2019/01/14,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,107,0,0,0
2018/11/26,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,0,0,0,0
2019/01/21,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,207,0,0,0
2019/03/18,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,143,0,0,0
2018/12/31,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,103,0,0,0
2019/02/25,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,125,0,0,0
2019/04/22,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,0,0,0,0
2018/11/05,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,72,0,0,0
2018/11/12,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,89,0,0,0
2019/01/28,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,184,0,0,0
2018/12/03,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,66,0,0,0
2019/03/25,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,137,0,0,0
2018/11/19,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,79,0,0,0
2019/02/11,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,125,0,0,0
2018/12/17,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,88,0,0,0
2019/04/08,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,135,0,0,0
2019/02/04,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,140,0,0,0
2019/04/01,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,125,0,0,0
2018/12/10,EMEA - WSE,Southwest Europe,Spain,Castellon,0,0,0,0,105,0,0,0
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,109,0,0,0
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,1,134,0,0,0
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,120,0,0,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,118,0,0,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,0,224,0,0,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,118,0,0,0
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,0,119,0,0,0
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,0,0,0,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,129,0,0,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,74,0,0,0
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,0,161,0,0,0
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,1,124,0,0,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,97,0,0,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,117,0,0,0
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,2,0,0,2,154,0,0,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,6,119,0,2,4
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,134,0,0,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,4,0,0,4,0,0,1,0
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,131,0,0,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,98,0,0,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,0,0,0,0,130,0,0,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,137,0,0,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,118,0,0,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,2,0,0,2,127,0,0,0
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Cherbourg,1,0,0,1,124,0,0,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,51,0,0,61,818,3,7,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,59,0,0,74,860,3,12,1
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,37,0,0,128,868,3,30,58
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,34,0,0,40,782,1,5,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,42,0,1,50,786,2,5,1
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,44,0,1,55,808,1,9,1
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,38,0,0,47,719,1,8,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,57,0,0,71,0,2,12,1
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,45,0,0,57,814,3,9,1
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,28,0,0,36,681,1,7,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,26,0,0,34,964,1,7,0
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,41,0,0,49,748,2,6,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,33,0,0,42,350,2,6,1
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,46,0,2,58,697,2,10,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,51,0,0,63,790,2,10,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,35,0,1,44,687,2,6,0
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,35,0,1,43,2,1,7,1
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,40,0,1,51,768,3,8,1
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,29,0,0,38,674,1,8,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,42,0,1,54,698,2,9,1
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,42,0,0,54,854,2,10,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,61,0,0,76,895,3,12,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,38,0,0,48,825,2,7,1
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,40,0,1,48,575,1,6,1
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Clermont Ferrand,49,0,0,60,762,1,10,1
2019/02/11,EMEA - NEE,CEE,Romania,Cluj,2170,0,6,2296,3819,18,108,0
2019/03/25,EMEA - NEE,CEE,Romania,Cluj,2257,67,30,2618,4111,26,335,1
2019/04/08,EMEA - NEE,CEE,Romania,Cluj,2233,124,174,2850,4566,36,579,3
2018/12/03,EMEA - NEE,CEE,Romania,Cluj,2198,0,179,2458,3302,24,236,0
2019/01/28,EMEA - NEE,CEE,Romania,Cluj,2108,0,2,2223,3564,13,103,0
2019/02/04,EMEA - NEE,CEE,Romania,Cluj,2080,0,1,2185,3455,14,92,0
2019/02/18,EMEA - NEE,CEE,Romania,Cluj,2481,0,5,2631,4326,20,130,0
2019/04/15,EMEA - NEE,CEE,Romania,Cluj,1966,98,80,2575,2304,29,577,4
2018/12/24,EMEA - NEE,CEE,Romania,Cluj,1269,0,115,1447,2801,17,158,3
2018/12/17,EMEA - NEE,CEE,Romania,Cluj,2359,0,1044,2749,5106,30,357,3
2018/12/31,EMEA - NEE,CEE,Romania,Cluj,1554,0,295,1772,2949,25,170,23
2019/04/22,EMEA - NEE,CEE,Romania,Cluj,1406,73,27,1765,0,16,340,2
